addr,v5,v6,v5_comment,v6_comment
372,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
373,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
374,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
375,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
376,06039,06039,SPIWrite [060]=39,SPIWrite [060]=39
377,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
378,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
379,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
380,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
381,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
382,0603a,0603a,SPIWrite [060]=3A,SPIWrite [060]=3A
383,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
384,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
385,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
386,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
387,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
388,0603b,0603b,SPIWrite [060]=3B,SPIWrite [060]=3B
389,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
390,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
391,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
392,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
393,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
394,0603c,0603c,SPIWrite [060]=3C,SPIWrite [060]=3C
395,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
396,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
397,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
398,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
399,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
400,0603d,0603d,SPIWrite [060]=3D,SPIWrite [060]=3D
401,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
402,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
403,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
404,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
405,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
406,0603e,0603e,SPIWrite [060]=3E,SPIWrite [060]=3E
407,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
408,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
409,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
410,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
411,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
412,0603f,0603f,SPIWrite [060]=3F,SPIWrite [060]=3F
413,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
414,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
415,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
416,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
417,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
418,06040,06040,SPIWrite [060]=40,SPIWrite [060]=40
419,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
420,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
421,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
422,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
423,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
424,06041,06041,SPIWrite [060]=41,SPIWrite [060]=41
425,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
426,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
427,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
428,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
429,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
430,06042,06042,SPIWrite [060]=42,SPIWrite [060]=42
431,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
432,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
433,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
434,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
435,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
436,06043,06043,SPIWrite [060]=43,SPIWrite [060]=43
437,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
438,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
439,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
440,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
441,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
442,06044,06044,SPIWrite [060]=44,SPIWrite [060]=44
443,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
444,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
445,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
446,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
447,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
448,06045,06045,SPIWrite [060]=45,SPIWrite [060]=45
449,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
450,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
451,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
452,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
453,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
454,06046,06046,SPIWrite [060]=46,SPIWrite [060]=46
455,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
456,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
457,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
458,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
459,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
460,06047,06047,SPIWrite [060]=47,SPIWrite [060]=47
461,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
462,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
463,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
464,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
465,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
466,06048,06048,SPIWrite [060]=48,SPIWrite [060]=48
467,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
468,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
469,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
470,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
471,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
472,06049,06049,SPIWrite [060]=49,SPIWrite [060]=49
473,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
474,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
475,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
476,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
477,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
478,0604a,0604a,SPIWrite [060]=4A,SPIWrite [060]=4A
479,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
480,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
481,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
482,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
483,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
484,0604b,0604b,SPIWrite [060]=4B,SPIWrite [060]=4B
485,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
486,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
487,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
488,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
489,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
490,0604c,0604c,SPIWrite [060]=4C,SPIWrite [060]=4C
491,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
492,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
493,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
494,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
495,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
496,0604d,0604d,SPIWrite [060]=4D,SPIWrite [060]=4D
497,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
498,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
499,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
500,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
501,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
502,0604e,0604e,SPIWrite [060]=4E,SPIWrite [060]=4E
503,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
504,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
505,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
506,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
507,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
508,0604f,0604f,SPIWrite [060]=4F,SPIWrite [060]=4F
509,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
510,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
511,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
512,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
513,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
514,06050,06050,SPIWrite [060]=50,SPIWrite [060]=50
515,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
516,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
517,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
518,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
519,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
520,06051,06051,SPIWrite [060]=51,SPIWrite [060]=51
521,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
522,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
523,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
524,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
525,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
526,06052,06052,SPIWrite [060]=52,SPIWrite [060]=52
527,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
528,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
529,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
530,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
531,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
532,06053,06053,SPIWrite [060]=53,SPIWrite [060]=53
533,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
534,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
535,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
536,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
537,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
538,06054,06054,SPIWrite [060]=54,SPIWrite [060]=54
539,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
540,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
541,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
542,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
543,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
544,06055,06055,SPIWrite [060]=55,SPIWrite [060]=55
545,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
546,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
547,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
548,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
549,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
550,06056,06056,SPIWrite [060]=56,SPIWrite [060]=56
551,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
552,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
553,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
554,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
555,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
556,06057,06057,SPIWrite [060]=57,SPIWrite [060]=57
557,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
558,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
559,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
560,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
561,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
562,06058,06058,SPIWrite [060]=58,SPIWrite [060]=58
563,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
564,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
565,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
566,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
567,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
568,06059,06059,SPIWrite [060]=59,SPIWrite [060]=59
569,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
570,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
571,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
572,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
573,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
574,0605a,0605a,SPIWrite [060]=5A,SPIWrite [060]=5A
575,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
576,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
577,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
578,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
579,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
580,0605b,0605b,SPIWrite [060]=5B,SPIWrite [060]=5B
581,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
582,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
583,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
584,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
585,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
586,0605c,0605c,SPIWrite [060]=5C,SPIWrite [060]=5C
587,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
588,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
589,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
590,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
591,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
592,0605d,0605d,SPIWrite [060]=5D,SPIWrite [060]=5D
593,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
594,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
595,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
596,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
597,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
598,0605e,0605e,SPIWrite [060]=5E,SPIWrite [060]=5E
599,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
600,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
601,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
602,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
603,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
604,0605f,0605f,SPIWrite [060]=5F,SPIWrite [060]=5F
605,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
606,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
607,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
608,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
609,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
610,06060,06060,SPIWrite [060]=60,SPIWrite [060]=60
611,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
612,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
613,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
614,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
615,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
616,06061,06061,SPIWrite [060]=61,SPIWrite [060]=61
617,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
618,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
619,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
620,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
621,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
622,06062,06062,SPIWrite [060]=62,SPIWrite [060]=62
623,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
624,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
625,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
626,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
627,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
628,06063,06063,SPIWrite [060]=63,SPIWrite [060]=63
629,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
630,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
631,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
632,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
633,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
634,06064,06064,SPIWrite [060]=64,SPIWrite [060]=64
635,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
636,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
637,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
638,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
639,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
640,06065,06065,SPIWrite [060]=65,SPIWrite [060]=65
641,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
642,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
643,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
644,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
645,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
646,06066,06066,SPIWrite [060]=66,SPIWrite [060]=66
647,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
648,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
649,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
650,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
651,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
652,06067,06067,SPIWrite [060]=67,SPIWrite [060]=67
653,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
654,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
655,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
656,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
657,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
658,06068,06068,SPIWrite [060]=68,SPIWrite [060]=68
659,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
660,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
661,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
662,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
663,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
664,06069,06069,SPIWrite [060]=69,SPIWrite [060]=69
665,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
666,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
667,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
668,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
669,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
670,0606a,0606a,SPIWrite [060]=6A,SPIWrite [060]=6A
671,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
672,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
673,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
674,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
675,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
676,0606b,0606b,SPIWrite [060]=6B,SPIWrite [060]=6B
677,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
678,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
679,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
680,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
681,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
682,0606c,0606c,SPIWrite [060]=6C,SPIWrite [060]=6C
683,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
684,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
685,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
686,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
687,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
688,0606d,0606d,SPIWrite [060]=6D,SPIWrite [060]=6D
689,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
690,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
691,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
692,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
693,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
694,0606e,0606e,SPIWrite [060]=6E,SPIWrite [060]=6E
695,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
696,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
697,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
698,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
699,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
700,0606f,0606f,SPIWrite [060]=6F,SPIWrite [060]=6F
701,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
702,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
703,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
704,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
705,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
706,06070,06070,SPIWrite [060]=70,SPIWrite [060]=70
707,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
708,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
709,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
710,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
711,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
712,06071,06071,SPIWrite [060]=71,SPIWrite [060]=71
713,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
714,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
715,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
716,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
717,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
718,06072,06072,SPIWrite [060]=72,SPIWrite [060]=72
719,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
720,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
721,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
722,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
723,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
724,06073,06073,SPIWrite [060]=73,SPIWrite [060]=73
725,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
726,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
727,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
728,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
729,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
730,06074,06074,SPIWrite [060]=74,SPIWrite [060]=74
731,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
732,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
733,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
734,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
735,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
736,06075,06075,SPIWrite [060]=75,SPIWrite [060]=75
737,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
738,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
739,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
740,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
741,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
742,06076,06076,SPIWrite [060]=76,SPIWrite [060]=76
743,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
744,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
745,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
746,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
747,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
748,06077,06077,SPIWrite [060]=77,SPIWrite [060]=77
749,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
750,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
751,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
752,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
753,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
754,06078,06078,SPIWrite [060]=78,SPIWrite [060]=78
755,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
756,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
757,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
758,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
759,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
760,06079,06079,SPIWrite [060]=79,SPIWrite [060]=79
761,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
762,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
763,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
764,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
765,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
766,0607a,0607a,SPIWrite [060]=7A,SPIWrite [060]=7A
767,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
768,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
769,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
770,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
771,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
772,0607b,0607b,SPIWrite [060]=7B,SPIWrite [060]=7B
773,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
774,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
775,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
776,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
777,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
778,0607c,0607c,SPIWrite [060]=7C,SPIWrite [060]=7C
779,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
780,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
781,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
782,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
783,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
784,0607d,0607d,SPIWrite [060]=7D,SPIWrite [060]=7D
785,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
786,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
787,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
788,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
789,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
790,0607e,0607e,SPIWrite [060]=7E,SPIWrite [060]=7E
791,06100,06100,SPIWrite [061]=00,SPIWrite [061]=00
792,06200,06200,SPIWrite [062]=00,SPIWrite [062]=00
793,0655e,0655e,SPIWrite [065]=5E,SPIWrite [065]=5E
794,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
795,06400,06400,SPIWrite [064]=00,SPIWrite [064]=00
